Wavelength (nm),Exp.
360.4,0.188169
360.2,0.187679
360.0,0.187027
359.8,0.186489
359.6,0.185966
359.4,0.185545
359.2,0.185196
359.0,0.18491
358.8,0.184516
358.6,0.18414
358.4,0.184058
358.2,0.184156
358.0,0.184407
357.8,0.184744
357.6,0.185101
357.4,0.185541
357.2,0.18594
357.0,0.186406
356.8,0.187022
356.6,0.187724
356.4,0.188614
356.2,0.189568
356.0,0.190647
355.8,0.191752
355.6,0.192871
355.4,0.194239
355.2,0.195699
355.0,0.197138
354.8,0.198646
354.6,0.200287
354.4,0.202071
354.2,0.204021
354.0,0.206165
353.8,0.208388
353.6,0.210894
353.4,0.213481
353.2,0.216253
353.0,0.219283
352.8,0.222373
352.6,0.225486
352.4,0.229036
352.2,0.232808
352.0,0.236636
351.8,0.240816
351.6,0.245137
351.4,0.24952
351.2,0.254142
351.0,0.258984
350.8,0.263962
350.6,0.269147
350.4,0.27463
350.2,0.280088
350.0,0.285787
349.8,0.291721
349.6,0.297904
349.4,0.304442
349.2,0.311249
349.0,0.317989
348.8,0.32493
348.6,0.332214
348.4,0.339603
348.2,0.34729
348.0,0.355266
347.8,0.363398
347.6,0.371788
347.4,0.380607
347.2,0.389858
347.0,0.399257
346.8,0.408713
346.6,0.418436
346.4,0.428393
346.2,0.438545
346.0,0.448914
345.8,0.459577
345.6,0.470256
345.4,0.479791
345.2,0.489398
345.0,0.49911
344.8,0.509068
344.6,0.519257
344.4,0.529591
344.2,0.540039
344.0,0.55056
343.8,0.560916
343.6,0.571343
343.4,0.582137
343.2,0.593124
343.0,0.604287
342.8,0.61523
342.6,0.626181
342.4,0.637071
342.2,0.647918
342.0,0.658738
341.8,0.669607
341.6,0.680435
341.4,0.690958
341.2,0.701457
341.0,0.71173
340.8,0.721816
340.6,0.731663
340.4,0.741318
340.2,0.750983
340.0,0.760145
339.8,0.768896
339.6,0.777229
339.4,0.785458
339.2,0.793304
339.0,0.80086
338.8,0.808112
338.6,0.815059
338.4,0.821614
338.2,0.827807
338.0,0.833688
337.8,0.839017
337.6,0.844144
337.4,0.848991
337.2,0.853538
337.0,0.85766
336.8,0.861191
336.6,0.86485
336.4,0.868007
336.2,0.870845
336.0,0.873501
335.8,0.875919
335.6,0.878085
335.4,0.879955
335.2,0.881546
335.0,0.882954
334.8,0.884095
334.6,0.885102
334.4,0.885956
334.2,0.886547
334.0,0.886928
333.8,0.887172
333.6,0.887388
333.4,0.88742
333.2,0.887278
333.0,0.887125
332.8,0.886765
332.6,0.886383
332.4,0.885848
332.2,0.88508
332.0,0.884236
331.8,0.883423
331.6,0.882657
331.4,0.88188
331.2,0.881016
331.0,0.880045
330.8,0.879048
330.6,0.878065
330.4,0.877054
330.2,0.875978
330.0,0.874911
329.8,0.873691
329.6,0.872763
329.4,0.871854
329.2,0.870655
329.0,0.869546
328.8,0.868567
328.6,0.867567
328.4,0.866466
328.2,0.865206
328.0,0.863929
327.8,0.862688
327.6,0.861423
327.4,0.860164
327.2,0.858919
327.0,0.857641
326.8,0.856509
326.6,0.855342
326.4,0.854153
326.2,0.852556
326.0,0.850964
325.8,0.849678
325.6,0.848388
325.4,0.847009
325.2,0.84553
325.0,0.844011
324.8,0.84251
324.6,0.841072
324.4,0.839694
324.2,0.838339
324.0,0.836845
323.8,0.835318
323.6,0.8338
323.4,0.832155
323.2,0.830586
323.0,0.829046
322.8,0.82757
322.6,0.826037
322.4,0.824425
322.2,0.822716
322.0,0.820958
321.8,0.819294
321.6,0.817767
321.4,0.816198
321.2,0.814492
321.0,0.812771
320.8,0.811059
320.6,0.809332
320.4,0.807491
320.2,0.80565
320.0,0.80382
319.8,0.80198
319.6,0.800016
319.4,0.798033
319.2,0.796014
319.0,0.793935
318.8,0.791861
318.6,0.789857
318.4,0.787849
318.2,0.785648
318.0,0.783355
317.8,0.78103
317.6,0.778695
317.4,0.776328
317.2,0.774043
317.0,0.771984
316.8,0.769766
316.6,0.767342
316.4,0.764761
316.2,0.762127
316.0,0.759528
315.8,0.75705
315.6,0.754585
315.4,0.751927
315.2,0.749288
315.0,0.746565
314.8,0.74388
314.6,0.741184
314.4,0.738471
314.2,0.735842
314.0,0.733048
313.8,0.73021
313.6,0.727155
313.4,0.724285
313.2,0.721455
313.0,0.718561
312.8,0.715661
312.6,0.712735
312.4,0.709686
312.2,0.706615
312.0,0.703601
311.8,0.700472
311.6,0.697377
311.4,0.694221
311.2,0.691084
311.0,0.687961
310.8,0.684693
310.6,0.681649
310.4,0.678516
310.2,0.675261
310.0,0.671857
309.8,0.66849
309.6,0.665152
309.4,0.661822
309.2,0.658458
309.0,0.655178
308.8,0.651941
308.6,0.648733
308.4,0.645548
308.2,0.642217
308.0,0.638885
307.8,0.635585
307.6,0.632346
307.4,0.629192
307.2,0.625796
307.0,0.622493
306.8,0.619148
306.6,0.615851
306.4,0.61266
306.2,0.609581
306.0,0.606771
305.8,0.603654
305.6,0.60044
305.4,0.597167
305.2,0.594015
305.0,0.590968
304.8,0.588046
304.6,0.58516
304.4,0.582246
304.2,0.579339
304.0,0.57637
303.8,0.573535
303.6,0.570716
303.4,0.568235
303.2,0.565613
303.0,0.562876
302.8,0.560193
302.6,0.557319
302.4,0.554752
302.2,0.552284
302.0,0.549805
301.8,0.547386
301.6,0.545016
301.4,0.542745
301.2,0.540588
301.0,0.538345
300.8,0.536065
300.6,0.533892
300.4,0.531775
300.2,0.529806
300.0,0.527645
299.8,0.525512
299.6,0.523585
299.4,0.52159
299.2,0.519635
299.0,0.517837
298.8,0.516093
298.6,0.514393
298.4,0.512527
298.2,0.510731
298.0,0.508899
297.8,0.507088
297.6,0.505452
297.4,0.503904
297.2,0.502203
297.0,0.500554
296.8,0.498944
296.6,0.497471
296.4,0.496119
296.2,0.494602
296.0,0.493216
295.8,0.492027
295.6,0.490703
295.4,0.489441
295.2,0.488189
295.0,0.486978
294.8,0.48565
294.6,0.48446
294.4,0.48333
294.2,0.482283
294.0,0.481237
293.8,0.480219
293.6,0.479304
293.4,0.478441
293.2,0.477557
293.0,0.47676
292.8,0.476053
292.6,0.475292
292.4,0.474362
292.2,0.473684
292.0,0.473161
291.8,0.472768
291.6,0.472347
291.4,0.471898
291.2,0.471445
291.0,0.471218
290.8,0.470976
290.6,0.470729
290.4,0.470683
290.2,0.470451
290.0,0.470179
289.8,0.470034
289.6,0.470225
289.4,0.470612
289.2,0.47067
289.0,0.470722
288.8,0.47077
288.6,0.470816
288.4,0.470876
288.2,0.471071
288.0,0.471332
287.8,0.471591
287.6,0.471701
287.4,0.47204
287.2,0.472461
287.0,0.473011
286.8,0.47395
286.6,0.474798
286.4,0.475695
286.2,0.476496
286.0,0.477113
285.8,0.478138
285.6,0.479265
285.4,0.480347
285.2,0.481405
285.0,0.482498
284.8,0.483636
284.6,0.484808
284.4,0.486004
284.2,0.487157
284.0,0.488277
283.8,0.489472
283.6,0.490546
283.4,0.491246
283.2,0.492118
283.0,0.4929
282.8,0.493524
282.6,0.494208
282.4,0.495138
282.2,0.496
282.0,0.496826
281.8,0.497759
281.6,0.498629
281.4,0.499375
281.2,0.500135
281.0,0.500899
280.8,0.501765
280.6,0.502635
280.4,0.503489
280.2,0.504129
280.0,0.504799
279.8,0.505415
279.6,0.506097
279.4,0.506904
279.2,0.507769
279.0,0.508342
278.8,0.50887
278.6,0.5095
278.4,0.510041
278.2,0.510517
278.0,0.51102
277.8,0.511569
277.6,0.512106
277.4,0.512499
277.2,0.512679
277.0,0.51308
276.8,0.513493
276.6,0.513887
276.4,0.514227
276.2,0.514411
276.0,0.514441
275.8,0.514523
275.6,0.514765
275.4,0.51478
275.2,0.514752
275.0,0.514438
274.8,0.514112
274.6,0.513789
274.4,0.513416
274.2,0.512998
274.0,0.512537
273.8,0.511997
273.6,0.511089
273.4,0.510284
273.2,0.509493
273.0,0.508638
272.8,0.507705
272.6,0.506658
272.4,0.505411
272.2,0.503969
272.0,0.502947
271.8,0.501637
271.6,0.500338
271.4,0.498944
271.2,0.497524
271.0,0.49601
270.8,0.494532
270.6,0.492979
270.4,0.491423
270.2,0.489762
270.0,0.488021
