Wavelength (nm),Exp.
621.6,0.0521108958426602
621.4,0.05168346789755623
621.2,0.05107040307516557
621.0,0.05038381678682248
620.8,0.050422024792750514
620.6,0.05030740077496642
620.4,0.04992204023032867
620.2,0.04942128378899918
620.0,0.04883562066782963
619.8,0.048829059697114714
619.6,0.048780431325933585
619.4,0.048858198125878015
619.2,0.04904653657934143
619.0,0.04989521743828828
618.8,0.05098588233477932
618.6,0.0507056902913071
618.4,0.050422024792750514
618.2,0.050918342930361085
618.0,0.04976747147907436
617.8,0.04948129737406796
617.6,0.04967465304043102
617.4,0.04941723142473409
617.2,0.04953590780678327
617.0,0.04985450082591043
616.8,0.05032959229356099
616.6,0.0507620374515646
616.4,0.05027266622412276
616.2,0.04961734103153897
616.0,0.049008714512867216
615.8,0.04899308396498757
615.6,0.049108093922225475
615.4,0.049114654892940396
615.2,0.04922445466755176
615.0,0.04964223412631026
614.8,0.049296432375688905
614.6,0.05048956419716875
614.4,0.05111961035552742
614.2,0.05131450977970576
614.0,0.05110571653518996
613.8,0.05097565493925313
613.6,0.05073675841733948
613.4,0.05052429874801241
613.2,0.050479529771369464
613.0,0.05061731015638266
612.8,0.051365839727063614
612.6,0.051848071074609814
612.4,0.051690221837998054
612.2,0.05144032604165058
612.0,0.051321263720147586
611.8,0.05153816169319357
611.6,0.05150362011207681
611.4,0.05181623106966979
611.2,0.0522673942911836
611.0,0.05266761350479337
610.8,0.05283511122775059
610.6,0.05298466276610525
610.4,0.05290149281380736
610.2,0.05304525526035476
610.0,0.05333702548744153
609.8,0.052961892338329965
609.6,0.05289551075227318
609.4,0.05318226376646031
609.2,0.05346187690075181
609.0,0.05392230266915726
608.8,0.054553506645877395
608.6,0.05539003041202896
608.4,0.05591317134167992
608.2,0.05636510644210136
608.0,0.05636298377510536
607.8,0.05574914707380706
607.6,0.055032264538339225
607.4,0.054906062336940585
607.2,0.054959707921021346
607.0,0.054719846550473156
606.8,0.05392037297188817
606.6,0.053315605847754605
606.4,0.05348406841934637
606.2,0.05391207527363107
606.0,0.05248680087067941
605.8,0.051437624465473855
605.6,0.05068330580298563
