358.21741,2948
358.53442,3062
358.85141,3047
359.1684,3024
359.48541,3037
359.8024,3040
360.11938,3076
360.43637,3043
360.75336,3064
361.07034,3117
361.38733,3101
361.70432,3173
362.0213,3186
362.33829,3193
362.65527,3252
362.97226,3269
363.28925,3331
363.6062,3373
363.92319,3437
364.24017,3483
364.55713,3557
364.87411,3598
365.1911,3682
365.50806,3753
365.82504,3898
366.142,3954
366.45895,4120
366.77594,4212
367.0929,4377
367.40985,4523
367.72684,4676
368.04379,4820
368.36075,4976
368.6777,5182
368.99466,5352
369.31161,5553
369.62857,5670
369.94553,5852
370.26248,5991
370.57944,6208
370.89639,6364
371.21335,6537
371.53027,6686
371.84723,6773
372.16418,6926
372.48111,7106
372.79807,7147
373.11502,7292
373.43195,7431
373.74887,7479
374.06583,7598
374.38275,7670
374.69971,7764
375.01663,7916
375.33356,7942
375.65048,8057
375.96744,8120
376.28436,8117
376.60129,8294
376.91821,8313
377.23514,8424
377.55206,8547
377.86899,8560
378.18591,8748
378.50281,8827
378.81973,8916
379.13666,9025
379.45358,9139
379.77048,9280
380.0874,9327
380.4043,9423
380.72122,9495
381.03815,9546
381.35504,9632
381.67194,9603
381.98886,9574
382.30576,9607
382.62265,9596
382.93958,9537
383.25647,9386
383.57336,9414
383.89026,9316
384.20715,9232
384.52405,9062
384.84094,8952
385.15784,8804
385.47473,8531
385.79163,8341
386.10849,8142
386.42538,7905
386.74228,7713
387.05914,7422
387.37604,7164
387.69293,6919
388.0098,6631
388.32669,6380
388.64355,6131
388.96042,5896
389.27731,5629
389.59418,5433
389.91104,5221
390.22791,5020
390.5448,4853
390.86166,4684
391.17853,4526
391.49539,4396
391.81226,4296
392.12912,4158
392.44598,4066
392.76282,4024
393.07968,3956
393.39655,3856
393.71341,3805
394.03024,3752
394.34711,3704
394.66394,3672
394.9808,3639
395.29764,3611
395.6145,3575
395.93134,3567
396.24817,3549
396.56503,3516
396.88187,3488
397.1987,3477
397.51553,3489
397.83237,3447
398.1492,3426
398.46603,3400
398.78287,3465
399.0997,3409
399.41653,3388
399.73337,3401
400.0502,3408
400.367,3391
400.68384,3373
401.00067,3361
401.31747,3381
401.63431,3399
401.95111,3368
402.26794,3396
402.58475,3385
402.90155,3408
403.21838,3410
403.53519,3392
403.85199,3445
404.16879,3391
404.4856,3418
404.8024,3468
405.1192,3450
405.436,3446
405.75281,3465
406.06961,3451
406.38641,3432
406.70319,3470
407.01999,3491
407.33679,3542
407.65356,3501
407.97037,3526
408.28714,3572
408.60394,3559
408.92072,3524
409.23749,3577
409.55429,3571
409.87106,3597
410.18784,3568
410.50461,3583
410.82138,3600
411.13815,3586
