358.21741,2856
358.53442,2911
358.85141,2950
359.1684,2929
359.48541,2952
359.8024,2973
360.11938,2989
360.43637,3010
360.75336,3010
361.07034,3056
361.38733,3093
361.70432,3130
362.0213,3120
362.33829,3184
362.65527,3213
362.97226,3209
363.28925,3268
363.6062,3294
363.92319,3315
364.24017,3440
364.55713,3468
364.87411,3508
365.1911,3581
365.50806,3638
365.82504,3738
366.142,3835
366.45895,3944
366.77594,4045
367.0929,4207
367.40985,4315
367.72684,4448
368.04379,4591
368.36075,4753
368.6777,4919
368.99466,5043
369.31161,5181
369.62857,5363
369.94553,5552
370.26248,5709
370.57944,5795
370.89639,5954
371.21335,6106
371.53027,6267
371.84723,6337
372.16418,6484
372.48111,6557
372.79807,6659
373.11502,6818
373.43195,6842
373.74887,6931
374.06583,7050
374.38275,7044
374.69971,7125
375.01663,7208
375.33356,7230
375.65048,7230
375.96744,7313
376.28436,7298
376.60129,7315
376.91821,7390
377.23514,7392
377.55206,7442
377.86899,7479
378.18591,7471
378.50281,7508
378.81973,7569
379.13666,7673
379.45358,7699
379.77048,7691
380.0874,7738
380.4043,7805
380.72122,7744
381.03815,7796
381.35504,7721
381.67194,7673
381.98886,7653
382.30576,7638
382.62265,7597
382.93958,7509
383.25647,7486
383.57336,7395
383.89026,7227
384.20715,7166
384.52405,7034
384.84094,6871
385.15784,6748
385.47473,6595
385.79163,6445
386.10849,6294
386.42538,6057
386.74228,5843
387.05914,5662
387.37604,5475
387.69293,5226
388.0098,5068
388.32669,4833
388.64355,4632
388.96042,4495
389.27731,4286
389.59418,4126
389.91104,3977
390.22791,3893
390.5448,3749
390.86166,3686
391.17853,3571
391.49539,3461
391.81226,3457
392.12912,3393
392.44598,3364
392.76282,3292
393.07968,3226
393.39655,3220
393.71341,3187
394.03024,3175
394.34711,3130
394.66394,3126
394.9808,3085
395.29764,3059
395.6145,3064
395.93134,3011
396.24817,3029
396.56503,3026
396.88187,3003
397.1987,3034
397.51553,2942
397.83237,2976
398.1492,2962
398.46603,2946
398.78287,2918
399.0997,2921
399.41653,2920
399.73337,2911
400.0502,2886
400.367,2877
400.68384,2896
401.00067,2905
401.31747,2872
401.63431,2890
401.95111,2870
402.26794,2819
402.58475,2856
402.90155,2838
403.21838,2810
403.53519,2851
403.85199,2807
404.16879,2799
404.4856,2781
404.8024,2817
405.1192,2840
405.436,2842
405.75281,2826
406.06961,2822
406.38641,2869
406.70319,2791
407.01999,2844
407.33679,2829
407.65356,2843
407.97037,2845
408.28714,2830
408.60394,2821
408.92072,2842
409.23749,2852
409.55429,2855
409.87106,2856
410.18784,2865
410.50461,2846
410.82138,2885
411.13815,2883
411.45493,2848
411.7717,2879
412.08847,2874
412.40524,2903
412.72202,2876
413.03876,2888
413.35553,2924
413.6723,2889
413.98904,2900
414.30582,2933
414.62256,2917
414.93933,2915
415.25607,2944
415.57281,2960
415.88959,2901
416.20633,2897
416.52307,2947
416.83981,2934
417.15656,2963
417.4733,2957
417.79004,2939
418.10678,2966
418.42352,3003
418.74026,2953
419.05698,2993
419.37372,2996
419.69046,3028
420.00717,3003
420.32391,3031
420.64063,3021
420.95737,3067
421.27408,3029
421.59079,3019
421.90753,3044
422.22424,3095
422.54095,3057
422.85767,3117
423.17438,3094
423.49109,3083
423.8078,3132
424.12451,3138
424.44122,3158
424.75793,3180
425.07462,3168
425.39133,3230
425.70804,3228
426.02472,3249
426.34143,3272
426.65811,3264
426.97482,3307
427.2915,3351
427.60818,3363
427.92487,3401
428.24158,3416
428.55826,3465
428.87494,3494
429.19162,3563
429.5083,3593
429.82498,3624
430.14166,3712
430.45831,3754
430.77499,3796
431.09167,3839
431.40836,3936
431.72501,4013
432.04169,4123
432.35834,4145
432.67499,4243
432.99167,4393
433.30832,4488
433.62497,4659
433.94165,4761
434.2583,4896
434.57495,5053
434.8916,5212
435.20825,5426
435.5249,5663
435.84155,5955
436.15817,6195
436.47482,6526
436.79147,6933
437.10809,7378
437.42474,7843
437.74139,8443
438.05801,9143
438.37463,9925
438.69128,10876
439.0079,11962
439.32452,13176
439.64114,14543
439.95779,16111
440.27441,17684
440.59103,19583
440.90765,21572
441.22424,23528
441.54086,25641
441.85748,27878
442.1741,30119
442.49069,32463
442.80731,34637
443.1239,36859
443.44052,38764
443.75711,40637
444.07373,42376
444.39032,43880
444.70691,45389
445.0235,46406
445.34012,47614
445.65671,48373
445.9733,49066
446.28989,49672
446.60648,50086
446.92303,50046
447.23962,49997
447.55621,49555
447.87277,48908
448.18936,48194
448.50595,47101
448.82251,45894
449.1391,44531
449.45566,43176
449.77222,41371
450.08878,39485
450.40536,37500
450.72192,35344
451.03848,33301
451.35504,31371
451.6716,29257
451.98816,27202
452.30469,25202
452.62125,23499
452.93781,21951
453.25433,20362
453.57089,18957
453.88745,17654
454.20398,16416
454.52051,15354
454.83707,14387
455.15359,13491
455.47012,12810
455.78665,12137
456.10318,11704
456.41971,11159
456.73624,10880
457.05276,10579
457.36929,10317
457.68582,10193
458.00235,10027
458.31885,9947
458.63538,9813
458.95187,9836
459.2684,9791
459.5849,9763
459.90143,9829
460.21793,9773
460.53442,9783
460.85092,9717
461.16742,9711
461.48392,9724
461.80042,9735
462.11691,9676
462.43341,9559
462.74991,9558
463.06641,9493
463.38287,9333
463.69937,9230
464.01584,9180
464.33234,9034
464.6488,8903
464.9653,8726
465.28177,8563
465.59824,8459
465.9147,8252
466.23117,8062
466.54764,7864
466.86411,7706
467.18057,7474
467.49704,7319
467.81351,7144
468.12994,6967
468.44641,6774
468.76288,6615
469.07932,6416
469.39578,6299
469.71222,6138
470.02866,5966
470.34512,5824
470.66156,5725
470.978,5579
471.29443,5465
471.61087,5422
471.92731,5287
472.24374,5136
472.56015,5017
472.87659,5035
473.19302,4894
473.50943,4839
473.82587,4807
474.14227,4685
474.45871,4638
474.77512,4587
475.09152,4553
475.40796,4531
475.72437,4456
476.04077,4456
476.35718,4389
476.67358,4372
476.98999,4314
477.30637,4319
477.62277,4282
