358.21741	2836
358.53442	2894
358.85141	2947
359.1684	2951
359.48541	2940
359.8024	2973
360.11938	2956
360.43637	3013
360.75336	3017
361.07034	3024
361.38733	3036
361.70432	3047
362.0213	3070
362.33829	3154
362.65527	3194
362.97226	3193
363.28925	3223
363.6062	3264
363.92319	3286
364.24017	3333
364.55713	3409
364.87411	3442
365.1911	3528
365.50806	3625
365.82504	3643
366.142	3783
366.45895	3851
366.77594	3953
367.0929	4079
367.40985	4189
367.72684	4320
368.04379	4477
368.36075	4587
368.6777	4724
368.99466	4901
369.31161	5081
369.62857	5195
369.94553	5345
370.26248	5475
370.57944	5598
370.89639	5764
371.21335	5892
371.53027	6035
371.84723	6144
372.16418	6187
372.48111	6319
372.79807	6418
373.11502	6449
373.43195	6540
373.74887	6563
374.06583	6675
374.38275	6782
374.69971	6750
375.01663	6760
375.33356	6850
375.65048	6866
375.96744	6904
376.28436	6881
376.60129	6966
376.91821	6901
377.23514	6962
377.55206	6931
377.86899	6980
378.18591	7022
378.50281	6999
378.81973	7127
379.13666	7203
379.45358	7229
379.77048	7244
380.0874	7284
380.4043	7337
380.72122	7315
381.03815	7332
381.35504	7348
381.67194	7307
381.98886	7254
382.30576	7262
382.62265	7190
382.93958	7180
383.25647	7121
383.57336	7042
383.89026	7024
384.20715	6881
384.52405	6746
384.84094	6650
385.15784	6526
385.47473	6353
385.79163	6195
386.10849	6033
386.42538	5892
386.74228	5677
387.05914	5514
387.37604	5342
387.69293	5096
388.0098	4948
388.32669	4772
388.64355	4581
388.96042	4395
389.27731	4245
389.59418	4086
389.91104	3981
390.22791	3837
390.5448	3727
390.86166	3638
391.17853	3533
391.49539	3480
391.81226	3417
392.12912	3375
392.44598	3304
392.76282	3264
393.07968	3239
393.39655	3204
393.71341	3178
394.03024	3123
394.34711	3131
394.66394	3081
394.9808	3057
395.29764	3052
395.6145	3049
395.93134	3067
396.24817	3002
396.56503	3029
396.88187	2973
397.1987	2956
397.51553	2950
397.83237	2938
398.1492	2941
398.46603	2923
398.78287	2935
399.0997	2948
399.41653	2892
399.73337	2930
400.0502	2878
400.367	2910
400.68384	2850
401.00067	2880
401.31747	2855
401.63431	2851
401.95111	2851
402.26794	2830
402.58475	2840
402.90155	2843
403.21838	2844
403.53519	2835
403.85199	2815
404.16879	2829
404.4856	2820
404.8024	2806
405.1192	2852
405.436	2816
405.75281	2799
406.06961	2836
406.38641	2816
406.70319	2831
407.01999	2848
407.33679	2815
407.65356	2821
407.97037	2854
408.28714	2831
408.60394	2844
408.92072	2808
409.23749	2846
409.55429	2886
409.87106	2880
410.18784	2879
410.50461	2859
410.82138	2873
411.13815	2873
411.45493	2894
411.7717	2872
412.08847	2861
