358.21561	4329	
358.53262	4387	
358.84961	4426	
359.1666	4462	
359.48358	4407	
359.8006	4450	
360.11758	4471	
360.43457	4443	
360.75156	4442	
361.06854	4442	
361.38553	4459	
361.70251	4459	
362.0195	4505	
362.33649	4518	
362.65347	4478	
362.97046	4481	
363.28745	4534	
363.6044	4513	
363.92139	4591	
364.23837	4583	
364.55533	4610	
364.87231	4635	
365.1893	4711	
365.50626	4705	
365.82324	4781	
366.1402	4817	
366.45715	4918	
366.77414	4950	
367.09109	5056	
367.40805	5128	
367.72504	5233	
368.04199	5322	
368.35895	5426	
368.6759	5576	
368.99286	5685	
369.30981	5851	
369.62677	6000	
369.94373	6145	
370.26068	6259	
370.57764	6414	
370.89459	6649	
371.21155	6826	
371.52847	6963	
371.84543	7092	
372.16238	7353	
372.47931	7478	
372.79626	7634	
373.11319	7883	
373.43015	7943	
373.74707	8137	
374.06403	8298	
374.38095	8407	
374.69791	8571	
375.01483	8785	
375.33176	8867	
375.64868	9067	
375.96561	9285	
376.28256	9389	
376.59949	9675	
376.91641	9853	
377.23334	10040	
377.55026	10155	
377.86719	10417	
378.18411	10733	
378.50101	10890	
378.81793	11164	
379.13486	11512	
379.45178	11844	
379.76868	12205	
380.0856	12554	
380.4025	12891	
380.71942	13265	
381.03632	13627	
381.35324	13946	
381.67014	14303	
381.98706	14626	
382.30396	14831	
382.62085	15124	
382.93774	15247	
383.25467	15514	
383.57156	15638	
383.88846	15764	
384.20535	15746	
384.52225	15796	
384.83914	15684	
385.15604	15666	
385.47293	15495	
385.78983	15293	
386.10669	15035	
386.42358	14863	
386.74048	14562	
387.05734	14221	
387.37424	13873	
387.69113	13612	
388.008	13258	
388.32489	12864	
388.64175	12575	
388.95862	12117	
389.27551	11790	
389.59238	11473	
389.90924	11152	
390.2261	10814	
390.543	10552	
390.85986	10296	
391.17673	10035	
391.49359	9776	
391.81046	9607	
392.12732	9468	
392.44418	9242	
392.76102	9127	
393.07788	9075	
393.39474	8878	
393.71161	8814	
394.02844	8705	
394.34531	8591	
394.66214	8557	
394.979	8483	
395.29584	8449	
395.6127	8357	
395.92953	8269	
396.24637	8304	
396.56323	8282	
396.88007	8311	
397.1969	8246	
397.51373	8344	
397.83057	8315	
398.1474	8362	
398.46423	8333	
398.78107	8358	
399.0979	8404	
399.41473	8346	
399.73157	8392	
400.0484	8398	
400.3652	8432	
400.68204	8490	
400.99887	8516	
401.31567	8565	
401.63251	8673	
401.94931	8740	
402.26614	8765	
402.58295	8833	
402.89975	8912	
403.21655	8970	
403.53339	9070	
403.85019	9048	
404.16699	9175	
404.4838	9234	
404.8006	9257	
405.1174	9358	
405.4342	9385	
405.75101	9437	
406.06781	9539	
406.38458	9572	
406.70139	9644	
407.01819	9717	
407.33499	9856	
407.65176	9905	
407.96857	9981	
408.28534	10020	
408.60214	10083	
408.91891	10203	
409.23569	10165	
409.55249	10225	
409.86926	10314	
410.18604	10309	
410.50281	10429	
410.81958	10539	
411.13635	10564	
411.45313	10710	
411.7699	10819	
412.08667	10816	
412.40344	10939	
412.72021	11026	
413.03696	10998	
413.35373	11190	
413.6705	11255	
413.98724	11303	
414.30402	11301	
414.62076	11422	
414.93753	11458	
415.25427	11506	
415.57101	11647	
415.88776	11734	
416.20453	11871	
416.52127	12030	
416.83801	12105	
417.15475	12211	
417.4715	12383	
417.78824	12478	
418.10498	12558	
418.42172	12579	
418.73846	12752	
419.05518	12810	
419.37192	12871	
419.68866	13016	
420.00537	13040	
420.32211	13268	
420.63882	13392	
420.95557	13433	
421.27228	13619	
421.58899	13718	
421.90573	13855	
422.22244	13996	
422.53915	14169	
422.85587	14313	
423.17258	14358	
423.48929	14506	
423.806	14540	
424.12271	14717	
424.43942	14769	
424.75613	14897	
425.07281	14936	
425.38953	15031	
425.70624	15168	
426.02292	15250	
426.33963	15409	
426.65631	15538	
426.97302	15657	
427.2897	15885	
427.60638	16032	
427.92307	16134	
428.23978	16263	
428.55646	16364	
428.87314	16525	
429.18982	16639	
429.5065	16700	
429.82318	16767	
430.13986	16969	
430.45651	17042	
430.77319	17160	
431.08987	17365	
431.40652	17567	
431.72321	17656	
432.03989	17896	
432.35654	18181	
432.67319	18296	
432.98987	18548	
433.30652	18695	
433.62317	18854	
433.93985	19060	
434.2565	19198	
434.57315	19423	
434.8898	19489	
435.20645	19686	
435.5231	19848	
435.83975	19958	
436.15637	20287	
436.47302	20449	
436.78967	20626	
437.10629	20932	
437.42294	21168	
437.73959	21417	
438.05621	21628	
438.37283	21965	
438.68948	22224	
439.0061	22401	
439.32272	22578	
439.63934	22838	
439.95599	23002	
440.27261	23197	
440.58923	23296	
440.90585	23476	
441.22244	23786	
441.53906	23879	
441.85568	24169	
442.1723	24398	
442.48889	24685	
442.80551	24967	
443.1221	25237	
443.43872	25479	
443.75531	25722	
444.07193	26014	
444.38852	26316	
444.70511	26554	
445.0217	26743	
445.33832	26938	
445.65491	27152	
445.9715	27375	
446.28809	27457	
446.60468	27719	
446.92123	27903	
447.23782	27983	
447.55441	28256	
447.87097	28541	
448.18756	28743	
448.50415	29147	
448.82071	29380	
449.1373	29716	
449.45386	29967	
449.77042	30271	
450.08698	30530	
450.40356	30811	
450.72012	31117	
451.03668	31323	
451.35324	31551	
451.6698	31858	
451.98636	32002	
452.30289	32283	
452.61945	32492	
452.936	32820	
453.25253	33048	
453.56909	33404	
453.88565	33633	
454.20218	34147	
454.51871	34563	
454.83527	34916	
455.15179	35399	
455.46832	35916	
455.78485	36265	
456.10138	36637	
456.41791	36961	
456.73444	37417	
457.05096	37911	
457.36749	38235	
457.68402	38561	
458.00055	39022	
458.31705	39325	
458.63358	39701	
458.95007	39901	
459.2666	40510	
459.5831	40885	
459.89963	41305	
460.21613	41661	
460.53262	42173	
460.84912	42361	
461.16562	42908	
461.48212	43274	
461.79861	43721	
462.11511	44291	
462.43161	44620	
462.74811	45082	
463.06461	45318	
463.38107	45809	
463.69757	45966	
464.01404	46438	
464.33054	46689	
464.647	47146	
464.9635	47431	
465.27997	47609	
465.59644	47967	
465.9129	48039	
466.22937	48470	
466.54584	48686	
466.8623	49034	
467.17877	49113	
467.49524	49554	
467.81171	49810	
468.12814	50136	
468.44461	50326	
468.76108	50800	
469.07751	51087	
469.39398	51295	
469.71042	51721	
470.02686	51818	
470.34332	52239	
470.65976	52306	
470.9762	52677	
471.29263	52811	
471.60907	53015	
