358.21561	4306	
358.53262	4460	
358.84961	4428	
359.1666	4451	
359.48358	4425	
359.8006	4414	
360.11758	4438	
360.43457	4430	
360.75156	4406	
361.06854	4470	
361.38553	4486	
361.70251	4482	
362.0195	4491	
362.33649	4474	
362.65347	4480	
362.97046	4478	
363.28745	4550	
363.6044	4529	
363.92139	4588	
364.23837	4551	
364.55533	4616	
364.87231	4647	
365.1893	4691	
365.50626	4725	
365.82324	4738	
366.1402	4795	
366.45715	4868	
366.77414	4930	
367.09109	4980	
367.40805	5024	
367.72504	5120	
368.04199	5220	
368.35895	5378	
368.6759	5507	
368.99286	5584	
369.30981	5750	
369.62677	5880	
369.94373	6016	
370.26068	6163	
370.57764	6376	
370.89459	6541	
371.21155	6749	
371.52847	6925	
371.84543	7170	
372.16238	7278	
372.47931	7488	
372.79626	7617	
373.11319	7795	
373.43015	8013	
373.74707	8145	
374.06403	8353	
374.38095	8530	
374.69791	8684	
375.01483	8845	
375.33176	8990	
375.64868	9159	
375.96561	9384	
376.28256	9496	
376.59949	9645	
376.91641	9824	
377.23334	10042	
377.55026	10228	
377.86719	10464	
378.18411	10634	
378.50101	10867	
378.81793	11119	
379.13486	11466	
379.45178	11713	
379.76868	12053	
380.0856	12406	
380.4025	12738	
380.71942	13088	
381.03632	13420	
381.35324	13880	
381.67014	14231	
381.98706	14598	
382.30396	14935	
382.62085	15264	
382.93774	15408	
383.25467	15765	
383.57156	15918	
383.88846	16159	
384.20535	16265	
384.52225	16351	
384.83914	16400	
385.15604	16334	
385.47293	16264	
385.78983	16218	
386.10669	15984	
386.42358	15899	
386.74048	15545	
387.05734	15291	
387.37424	15044	
387.69113	14758	
388.008	14320	
388.32489	13997	
388.64175	13651	
388.95862	13258	
389.27551	12864	
389.59238	12495	
389.90924	12190	
390.2261	11786	
390.543	11388	
390.85986	11086	
391.17673	10801	
391.49359	10559	
391.81046	10286	
392.12732	10034	
392.44418	9840	
392.76102	9633	
393.07788	9481	
393.39474	9345	
393.71161	9237	
394.02844	9121	
394.34531	9018	
394.66214	8882	
394.979	8853	
395.29584	8721	
395.6127	8695	
395.92953	8549	
396.24637	8589	
396.56323	8518	
396.88007	8522	
397.1969	8471	
397.51373	8498	
397.83057	8465	
398.1474	8483	
398.46423	8523	
398.78107	8470	
399.0979	8518	
399.41473	8496	
399.73157	8527	
400.0484	8491	
400.3652	8579	
400.68204	8582	
400.99887	8663	
401.31567	8616	
401.63251	8712	
401.94931	8800	
402.26614	8815	
402.58295	8853	
402.89975	8927	
403.21655	9035	
403.53339	9118	
403.85019	9156	
404.16699	9209	
404.4838	9287	
404.8006	9347	
405.1174	9437	
405.4342	9458	
405.75101	9458	
406.06781	9589	
406.38458	9630	
406.70139	9716	
407.01819	9807	
407.33499	9955	
407.65176	10034	
407.96857	10083	
408.28534	10177	
408.60214	10179	
408.91891	10316	
409.23569	10379	
409.55249	10405	
409.86926	10487	
410.18604	10512	
410.50281	10576	
410.81958	10560	
411.13635	10691	
411.45313	10782	
411.7699	10882	
412.08667	10936	
412.40344	11048	
412.72021	11048	
413.03696	11221	
413.35373	11292	
413.6705	11397	
413.98724	11471	
414.30402	11633	
414.62076	11604	
414.93753	11667	
415.25427	11762	
415.57101	11881	
415.88776	11967	
416.20453	11991	
416.52127	12127	
416.83801	12245	
417.15475	12394	
417.4715	12441	
417.78824	12562	
418.10498	12754	
418.42172	12830	
418.73846	12958	
419.05518	13058	
419.37192	13108	
419.68866	13199	
420.00537	13275	
420.32211	13383	
420.63882	13469	
420.95557	13535	
421.27228	13747	
