358.21741	2990
358.53442	3064
358.85141	3042
359.1684	3097
359.48541	3086
359.8024	3126
360.11938	3111
360.43637	3144
360.75336	3197
361.07034	3181
361.38733	3253
361.70432	3217
362.0213	3272
362.33829	3288
362.65527	3350
362.97226	3412
363.28925	3430
363.6062	3475
363.92319	3503
364.24017	3563
364.55713	3627
364.87411	3713
365.1911	3757
365.50806	3851
365.82504	3942
366.142	4075
366.45895	4166
366.77594	4290
367.0929	4402
367.40985	4552
367.72684	4674
368.04379	4854
368.36075	5024
368.6777	5145
368.99466	5299
369.31161	5519
369.62857	5676
369.94553	5809
370.26248	5973
370.57944	6117
370.89639	6302
371.21335	6458
371.53027	6570
371.84723	6697
372.16418	6852
372.48111	6899
372.79807	7057
373.11502	7129
373.43195	7271
373.74887	7378
374.06583	7377
374.38275	7499
374.69971	7588
375.01663	7704
375.33356	7766
375.65048	7855
375.96744	7875
376.28436	7959
376.60129	7995
376.91821	8127
377.23514	8183
377.55206	8267
377.86899	8401
378.18591	8474
378.50281	8555
378.81973	8642
379.13666	8803
379.45358	8942
379.77048	8970
380.0874	9093
380.4043	9159
380.72122	9241
381.03815	9336
381.35504	9330
381.67194	9342
381.98886	9335
382.30576	9297
382.62265	9237
382.93958	9244
383.25647	9171
383.57336	9110
383.89026	8987
384.20715	8887
384.52405	8732
384.84094	8548
385.15784	8398
385.47473	8190
385.79163	8007
386.10849	7769
386.42538	7541
386.74228	7295
387.05914	7047
387.37604	6727
387.69293	6476
388.0098	6244
388.32669	5925
388.64355	5698
388.96042	5460
389.27731	5245
389.59418	5048
389.91104	4831
390.22791	4601
390.5448	4472
390.86166	4307
391.17853	4153
391.49539	4044
391.81226	3988
392.12912	3880
392.44598	3781
392.76282	3689
393.07968	3649
393.39655	3590
393.71341	3558
394.03024	3506
394.34711	3435
394.66394	3393
394.9808	3408
395.29764	3364
395.6145	3361
395.93134	3312
396.24817	3330
396.56503	3263
396.88187	3235
397.1987	3236
397.51553	3265
397.83237	3184
398.1492	3237
398.46603	3186
398.78287	3197
399.0997	3180
399.41653	3153
399.73337	3160
400.0502	3145
400.367	3127
400.68384	3108
401.00067	3138
401.31747	3102
401.63431	3061
401.95111	3112
402.26794	3083
402.58475	3069
402.90155	3095
403.21838	3064
403.53519	3076
403.85199	3072
404.16879	3085
404.4856	3038
404.8024	3045
405.1192	3072
405.436	3077
405.75281	3029
406.06961	3027
406.38641	3042
406.70319	3030
407.01999	3047
407.33679	3065
407.65356	3060
407.97037	3059
408.28714	3053
408.60394	3018
408.92072	3047
409.23749	3063
409.55429	3065
409.87106	3049
410.18784	3048
410.50461	3037
410.82138	3086
411.13815	3081
411.45493	3065
411.7717	3033
412.08847	3048
412.40524	3054
412.72202	3063
413.03876	3074
413.35553	3065
413.6723	3061
413.98904	3026
414.30582	3048
414.62256	3088
414.93933	3066
415.25607	3112
415.57281	3053
415.88959	3089
416.20633	3071
416.52307	3104
416.83981	3078
417.15656	3097
417.4733	3082
417.79004	3107
418.10678	3131
418.42352	3119
418.74026	3115
419.05698	3087
419.37372	3157
419.69046	3138
420.00717	3160
420.32391	3148
420.64063	3150
420.95737	3172
421.27408	3169
421.59079	3194
421.90753	3165
422.22424	3213
422.54095	3215
422.85767	3195
423.17438	3248
423.49109	3245
423.8078	3238
424.12451	3290
424.44122	3268
424.75793	3282
425.07462	3307
425.39133	3321
425.70804	3332
426.02472	3366
426.34143	3372
426.65811	3355
426.97482	3392
427.2915	3416
427.60818	3428
427.92487	3477
428.24158	3496
428.55826	3475
428.87494	3475
429.19162	3491
429.5083	3611
429.82498	3547
430.14166	3615
430.45831	3626
430.77499	3679
431.09167	3696
431.40836	3694
431.72501	3745
432.04169	3785
432.35834	3814
432.67499	3858
432.99167	3896
433.30832	3951
433.62497	4001
433.94165	4062
434.2583	4165
434.57495	4238
434.8916	4299
435.20825	4365
435.5249	4463
435.84155	4539
436.15817	4677
436.47482	4777
436.79147	4894
437.10809	5058
437.42474	5226
437.74139	5357
438.05801	5608
438.37463	5881
438.69128	6104
439.0079	6398
439.32452	6825
439.64114	7229
439.95779	7669
440.27441	8198
440.59103	8754
440.90765	9422
441.22424	10118
441.54086	10899
441.85748	11918
442.1741	12902
442.49069	14026
442.80731	15176
443.1239	16514
443.44052	17888
443.75711	19376
444.07373	20837
444.39032	22380
444.70691	23939
445.0235	25631
445.34012	27298
445.65671	28718
445.9733	30264
446.28989	31800
446.60648	33189
446.92303	34513
447.23962	35747
447.55621	36780
447.87277	37729
448.18936	38666
448.50595	39381
448.82251	39981
449.1391	40316
449.45566	40679
449.77222	40722
450.08878	40893
450.40536	40687
450.72192	40483
451.03848	40036
451.35504	39429
451.6716	38852
451.98816	38064
452.30469	37212
452.62125	36217
452.93781	35135
453.25433	34006
453.57089	32879
453.88745	31635
454.20398	30435
454.52051	29224
454.83707	28163
455.15359	26953
455.47012	25772
455.78665	24807
456.10318	23784
456.41971	22743
456.73624	21988
457.05276	21196
457.36929	20419
457.68582	19831
458.00235	19271
458.31885	18735
458.63538	18350
458.95187	17953
459.2684	17589
459.5849	17350
459.90143	17047
460.21793	16805
460.53442	16657
460.85092	16439
461.16742	16372
461.48392	16252
461.80042	16203
462.11691	16072
462.43341	16024
462.74991	15896
463.06641	15880
463.38287	15792
463.69937	15827
464.01584	15591
464.33234	15589
464.6488	15457
464.9653	15370
465.28177	15246
465.59824	15052
465.9147	14820
466.23117	14668
466.54764	14387
466.86411	14167
467.18057	14017
467.49704	13695
467.81351	13543
468.12994	13242
468.44641	13010
468.76288	12778
469.07932	12487
469.39578	12246
469.71222	11884
470.02866	11667
470.34512	11313
470.66156	11073
470.978	10736
471.29443	10484
471.61087	10247
471.92731	9958
472.24374	9737
472.56015	9435
472.87659	9241
473.19302	9050
473.50943	8810
473.82587	8605
474.14227	8471
474.45871	8277
474.77512	8148
475.09152	7900
475.40796	7825
475.72437	7654
476.04077	7544
476.35718	7460
476.67358	7295
476.98999	7138
477.30637	7087
477.62277	7020
477.93918	6919
478.25555	6739
478.57196	6695
478.88834	6603
479.20474	6537
479.52112	6468
479.83749	6400
480.1539	6268
480.47028	6217
480.78665	6193
481.10303	6134
481.4194	6015
481.73578	6004
482.05212	5962
482.3685	5884
482.68488	5803
483.00122	5770
483.3176	5745
483.63394	5692
483.95032	5589
484.26666	5557
484.58301	5518
484.89938	5514
485.21573	5436
485.53207	5351
485.84842	5361
486.16476	5403
486.48111	5658
486.79742	5332
487.11377	5217
487.43011	5198
487.74643	5183
488.06277	5129
488.37909	5153
488.69543	5171
489.01175	5100
489.32806	5062
489.64438	5088
489.96069	5096
490.27701	5105
490.59332	5099
490.90964	5036
491.22595	5081
491.54227	5047
491.85855	5078
492.17487	5082
492.49115	5056
492.80746	5095
493.12375	5095
493.44006	5105
493.75635	5178
494.07263	5183
494.38892	5268
494.7052	5319
495.02148	5429
495.33777	5518
495.65405	5756
495.97034	5932
496.28659	6286
496.60287	6797
496.91913	7396
497.23541	8378
497.55167	9798
497.86795	11833
498.1842	14625
498.50046	18312
498.81671	22736
499.13297	27915
499.44922	33122
499.76547	38135
500.08173	42726
500.39798	47059
500.7142	50669
501.03046	53786
501.34668	56532
501.66293	58601
501.97916	60769
502.29541	62251
502.61163	63870
502.92786	64861
503.24408	65835
503.5603	66381
503.87653	66770
504.19275	67285
504.50897	67255
504.8252	67676
505.14139	67707
505.45761	67825
505.7738	67238
506.09003	66033
506.40622	63994
506.72241	61219
507.03864	57365
507.35483	53204
507.67102	48557
507.98721	43975
508.30341	39367
508.6196	35120
508.93576	31167
509.25195	27606
509.56815	24527
509.88431	21622
510.2005	19117
510.51666	16956
510.83286	15030
511.14902	13312
511.46518	11779
511.78134	10593
512.09753	9476
512.4137	8633
512.72986	7942
513.04596	7328
513.36212	6865
513.67828	6341
513.99445	6082
514.31061	5773
514.62671	5526
514.94287	5363
515.25903	5192
515.57513	5074
515.8913	4946
516.2074	4819
516.52356	4713
516.83966	4604
517.15582	4615
517.47192	4538
517.78802	4515
518.10419	4506
518.42029	4455
518.73639	4466
519.05249	4426
519.36865	4406
519.68475	4479
520.00085	4417
