358.21649,3852
358.53351,3919
358.85049,3956
359.16748,3912
359.4845,3952
359.80148,3934
360.11847,3954
360.43546,3927
360.75244,4010
361.06943,4019
361.38641,4057
361.7034,4080
362.02039,4071
362.33737,4099
362.65436,4108
362.97134,4097
363.28833,4137
363.60529,4198
363.92227,4202
364.23926,4171
364.55621,4259
364.8732,4308
365.19019,4364
365.50714,4364
365.82413,4466
366.14108,4517
366.45804,4635
366.77502,4658
367.09198,4801
367.40894,4840
367.72592,4956
368.04288,5043
368.35983,5168
368.67679,5294
368.99374,5421
369.3107,5561
369.62766,5644
369.94461,5763
370.26157,5891
370.57852,5966
370.89548,6142
371.21243,6191
371.52936,6302
371.84631,6390
372.16327,6482
372.48019,6525
372.79715,6645
373.11407,6786
373.43103,6792
373.74796,6862
374.06491,6865
374.38184,6977
374.69879,7001
375.01572,7029
375.33264,7074
375.64957,7115
375.96652,7095
376.28345,7190
376.60037,7213
376.9173,7249
377.23422,7310
377.55115,7358
377.86807,7398
378.185,7433
378.50189,7542
378.81882,7583
379.13574,7696
379.45267,7758
379.76956,7775
380.08649,7856
380.40338,7887
380.72031,7948
381.0372,7967
381.35413,7997
381.67102,8008
381.98795,7990
382.30484,7895
382.62173,7961
382.93863,7873
383.25555,7873
383.57245,7765
383.88934,7659
384.20624,7590
384.52313,7495
384.84003,7387
385.15692,7281
385.47382,7154
385.79071,6959
386.10757,6818
386.42447,6678
386.74136,6429
387.05823,6300
387.37512,6175
387.69202,5970
388.00888,5771
388.32578,5571
388.64264,5374
388.9595,5269
389.2764,5114
389.59326,4931
389.91013,4830
390.22699,4799
390.54388,4607
390.86075,4587
391.17761,4487
391.49448,4425
391.81134,4339
392.1282,4327
392.44507,4282
392.7619,4260
393.07877,4220
393.39563,4180
393.71249,4214
394.02933,4188
394.34619,4173
394.66302,4137
394.97989,4116
395.29672,4115
395.61359,4086
395.93042,4073
396.24725,4070
396.56412,4080
396.88095,4075
397.19778,4058
397.51462,4029
397.83145,4043
398.14828,4041
398.46512,3991
398.78195,4022
399.09879,3984
399.41562,3969
399.73245,3965
400.04929,3880
400.36609,3930
400.68292,3984
400.99976,3922
401.31656,3930
401.63339,3920
401.9502,3914
402.26703,3922
402.58383,3951
402.90063,3954
403.21744,3907
403.53427,3940
403.85107,3943
404.16788,3924
404.48468,3932
404.80148,3960
405.11829,3899
405.43509,3906
405.75189,3919
406.0687,3898
406.38547,3920
406.70227,3913
407.01907,3925
407.33588,3959
407.65265,3948
407.96945,3938
408.28622,3970
408.60303,3965
408.9198,3997
409.23657,3938
409.55338,4023
409.87015,3975
410.18692,4031
410.50369,3992
410.82047,3992
411.13724,3983
411.45401,3979
411.77078,4023
412.08755,4002
412.40433,4014
412.7211,4035
413.03784,4047
413.35461,4011
413.67139,4036
413.98813,4030
414.3049,4042
414.62164,4054
414.93842,4081
415.25516,4069
415.5719,4069
415.88867,4064
416.20541,4102
416.52216,4125
416.8389,4112
417.15564,4104
417.47238,4120
417.78912,4158
418.10587,4152
418.42261,4150
418.73935,4167
419.05606,4186
419.3728,4192
419.68954,4206
420.00626,4208
420.323,4250
420.63971,4268
420.95645,4273
421.27316,4321
421.58987,4363
421.90662,4374
422.22333,4385
422.54004,4433
422.85675,4478
423.17346,4475
423.49017,4533
423.80688,4548
424.1236,4520
424.44031,4603
424.75702,4636
425.0737,4649
425.39041,4684
425.70712,4743
426.0238,4753
426.34052,4815
426.6572,4835
426.97391,4907
427.29059,4950
427.60727,4975
427.92395,5032
428.24066,5102
428.55734,5136
428.87402,5183
429.1907,5217
429.50739,5261
429.82407,5299
430.14075,5417
430.4574,5487
430.77408,5571
431.09076,5541
431.40741,5667
431.72409,5682
432.04077,5782
