Wvl (nm)
357.9773834166226
358.29494099561947
358.6109881973908
358.9275934534802
359.2447582432546
359.5614414090478
359.87868339558787
360.1954393609296
360.5117052577715
360.8285270307235
361.14590614660517
361.4627903790487
361.7791756505603
362.0961152658983
362.4125514403292
362.7295411663181
363.0460229485254
363.3630574741611
363.67957953025643
363.9966535057463
364.3132104630699
364.6303184998074
364.94690494690497
365.2629656468537
365.5806521040513
365.8967322344387
366.2133594019959
366.5305350280816
366.8471752147878
367.1643629558564
367.481010594947
367.7971139157904
368.1137615223619
368.4309548216488
368.7475986272772
369.06478717293146
369.3814214942998
369.6974973315604
370.0152187016955
370.33127456485124
370.6478708204052
370.965008855488
371.2815783406343
371.59868858747444
371.91522546355446
372.2323020671354
372.5488004566827
372.86583752315425
373.18229150991664
373.4992831066183
373.8156867355829
374.1326268910707
374.4489741684937
374.76585687257074
375.0821417660101
375.39896096976156
375.71631583891116
376.03306737508
376.34921116689026
376.66588699167977
376.9830961936033
377.2996920680128
377.6156701759301
377.9333298790282
378.24921679341344
378.56678797352413
378.88257743582534
379.20005382312377
379.51690111531445
379.8331148223935
380.149855907781
380.4659582889702
380.78375614564686
381.0997427520308
381.4162542256619
381.73329187536746
382.0496798723187
382.36659276139494
382.68285080288007
382.9996324358384
383.31693896162113
383.6335847632248
383.9495652604721
384.26725754218506
384.58309037900875
384.9006375832676
385.2163161328404
385.53371162067623
385.8504298903725
386.16646631246533
386.4830208674241
386.80009483049054
387.1164809091193
387.43338499225115
387.75080835308614
388.0663232413012
388.3835685089189
388.7001144182693
389.0171767400273
389.33353428408157
389.65040678509365
389.96656906805384
390.2832448357155
390.6004353400346
390.9169094187821
391.2338967435374
391.5501621495312
391.86693929405516
392.1829890059841
392.49954893215624
392.8166203090647
393.13295794653277
393.44980549191826
393.7671641791045
394.08378277879655
394.3996564830866
394.71603696405776
395.03292544227133
395.35032314221127
395.6669687416238
395.98285739833557
396.29925085014446
396.616150308024
396.93355698682404
397.250199430382
397.56607276259973
397.88244882766503
398.19932882673135
398.5167139647819
398.8333226117723
399.1491498580414
399.4654776938738
399.7823073103733
400.09963990242517
400.4161836271398
400.73193354167546
401.04947894767486
401.3662288226117
401.68217820178495
401.99862539390244
402.3155715764303
402.63171054041504
402.9483467381591
403.26548134368403
403.58180196717893
403.8986192227387
404.21461659076607
404.53110879841836
404.84809700895585
405.1642585004672
405.4809141833141
405.79806521710674
406.11438265984555
406.4311936228236
406.74716500847956
407.0649643974486
407.3805839468817
407.6980338002236
408.01463620090556
408.33038604533226
408.64662496622003
408.9633541007721
409.28057458972023
409.5969345621511
409.91378398392044
410.2297667924953
410.546237128762
410.8631961218965
411.17928141528364
411.49585342461666
411.81291327494756
412.1290922989995
412.4457572038225
412.76290911027667
413.07917302400574
413.39592195980634
413.7117766975067
414.0281144612508
414.34493635989986
414.66224350571173
414.97864821086733
415.2955361449011
415.6115153729357
415.9279757951443
416.2449185115561
416.56094521095577
416.8774521504961
417.1944404256822
417.510505333477
417.82704950348256
418.14407402661345
418.46016779270917
418.7767398191115
419.0937911920776
419.409904379209
419.7264948006933
420.04214063590354
420.3596866217595
420.6762858897329
420.991933074395
421.3094857872884
421.62465062191
421.9417231252956
422.25783492761866
422.57442073659064
422.89148161916427
423.20757421653684
423.5241396977201
423.8411791246804
424.15724264378906
424.47377789949337
424.7907859487088
425.1068104290587
425.4233054743574
425.74027213640466
426.05624753036574
426.37269229314455
426.6896074713613
427.0055236442277
427.3219079652483
427.6387614758
427.9546082058645
428.27092183884224
428.58770341080344
428.90495396088573
429.22118876108124
429.53789022987706
429.8535692495424
430.1697126125751
430.48632134425776
430.8033964728935
431.1194400887291
431.43594775335237
431.7529204895628
432.0688537728453
432.385249760265
432.70210946905587
433.01792174775454
433.33570974257896
433.65093132077584
433.968130641272
434.28427331089483
434.6008769316505
434.9179425124077
435.23394337622585
435.55040377110623
435.86579257254334
436.18317280971445
436.4994790053226
436.816244284275
437.13192860491927
437.4480695416572
437.7646680859026
438.0817252319411
438.39769199765243
438.7141148748576
439.0309948518946
439.34677622231436
439.6630121831875
439.97970371684556
440.29685180845246
440.61289176320093
440.9293857434446
441.2463347282717
441.5621672631448
441.878452251135
442.19519066519746
442.5108042810291
442.8268687525222
443.1433850464417
443.4603541323186
443.7761887378585
444.09247354189426
444.40920950769845
444.726397601294
445.0424414702515
445.3589348504603
445.67427684168155
445.99166984382754
446.3079088216133
446.62459658828953
446.94012312749607
447.25770905247816
447.57251555709564
447.88938334392884
448.20670011422294
448.5228444206513
448.8394350290666
449.15484590753005
449.470700392208
449.7869994196169
450.1037439289111
450.4209348618921
450.7369347035068
451.05337824565487
451.37026642350384
451.6859548085574
452.0020850876138
452.3186581891536
452.63567504426067
452.9514819874778
453.26772991961633
453.5844197650089
453.89989091521403
454.2158011956395
454.53215152381586
454.84894281983185
455.1661760063431
455.4821788688366
455.79862081133933
456.1138249661585
456.43114548325707
456.7472253839155
457.0637433604506
457.37901322001886
457.6964077426214
458.01255129668414
458.329131890797
458.6444539791978
458.9619090273125
459.2781026953549
459.5947323357932
459.9100930225658
460.22588678937154
460.54211452893685
460.85877713644317
461.1758755095361
461.4916929673078
