Wvl (nm)
3.46383
3.46076
3.45771
3.45466
3.45161
3.44857
3.44553
3.4425
3.43948
3.43646
3.43344
3.43043
3.42743
3.42443
3.42144
3.41845
3.41547
3.41249
3.40952
3.40655
3.40359
3.40063
3.39768
3.39474
3.39179
3.38886
3.38593
3.383
3.38008
3.37716
3.37425
3.37135
3.36845
3.36555
3.36266
3.35977
3.35689
3.35402
3.35114
3.34828
3.34542
3.34256
3.33971
3.33686
3.33402
3.33118
3.32835
3.32552
3.3227
3.31988
3.31707
3.31426
3.31146
3.30866
3.30587
3.30308
3.30029
3.29751
3.29474
3.29197
3.2892
3.28644
3.28369
3.28093
3.27819
3.27544
3.27271
3.26997
3.26724
3.26452
3.2618
3.25909
3.25637
3.25367
3.25097
3.24827
3.24558
3.24289
3.24021
3.23753
3.23485
3.23218
3.22952
3.22685
3.2242
3.22154
3.2189
3.21625
3.21361
3.21098
3.20835
3.20572
3.2031
3.20048
3.19786
3.19526
3.19265
3.19005
3.18745
3.18486
3.18227
3.17969
3.17711
3.17453
3.17196
3.16939
3.16683
3.16427
3.16172
3.15917
3.15662
3.15408
3.15154
3.149
3.14647
3.14395
3.14143
3.13891
3.13639
3.13388
3.13138
3.12888
3.12638
3.12388
3.12139
3.11891
3.11643
3.11395
3.11147
3.109
3.10654
3.10408
3.10162
3.09916
3.09671
3.09427
3.09182
3.08938
3.08695
3.08452
3.08209
3.07967
3.07725
3.07483
3.07242
3.07001
3.06761
3.06521
3.06281
3.06042
3.05803
3.05564
3.05326
3.05088
3.04851
3.04613
3.04377
3.0414
3.03904
3.03669
3.03434
3.03199
3.02964
3.0273
3.02496
3.02263
3.0203
3.01797
3.01565
3.01333
3.01101
3.0087
3.00639
3.00408
3.00178
2.99948
2.99719
2.9949
2.99261
2.99032
2.98804
2.98576
2.98349
2.98122
2.97895
2.97669
2.97443
2.97217
2.96992
2.96767
2.96542
2.96318
2.96094
2.9587
2.95647
2.95424
2.95202
2.94979
2.94757
2.94536
2.94314
2.94094
2.93873
2.93653
2.93433
2.93213
2.92994
2.92775
2.92556
2.92338
2.9212
2.91902
2.91685
2.91468
2.91251
2.91035
2.90819
2.90603
2.90388
2.90173
2.89958
2.89744
2.8953
2.89316
2.89102
2.88889
2.88676
2.88464
2.88252
2.8804
2.87828
2.87617
2.87406
2.87195
2.86985
2.86775
2.86565
2.86356
2.86146
2.85938
2.85729
2.85521
2.85313
2.85105
2.84898
2.84691
2.84485
2.84278
2.84072
2.83866
2.83661
2.83456
2.83251
2.83046
2.82842
2.82638
2.82434
2.82231
2.82028
2.81825
2.81622
2.8142
2.81218
2.81016
2.80815
2.80614
2.80413
2.80213
2.80013
2.79813
2.79613
2.79414
2.79215
2.79016
2.78817
2.78619
2.78421
2.78224
2.78026
2.77829
2.77632
2.77436
2.77239
2.77044
2.76848
2.76652
2.76457
2.76262
2.76068
2.75874
2.7568
2.75486
2.75292
2.75099
2.74906
2.74713
2.74521
2.74329
2.74137
2.73945
2.73754
2.73563
2.73372
2.73182
2.72992
2.72802
2.72612
2.72422
2.72233
2.72044
2.71856
2.71667
2.71479
2.71291
2.71104
2.70916
2.70729
2.70542
2.70356
2.70169
2.69983
2.69797
2.69612
2.69427
2.69242
2.69057
2.68872
2.68688
2.68504
2.6832
2.68137
2.67953
2.6777
2.67588
2.67405
2.67223
2.67041
2.66859
2.66678
2.66496
2.66315
2.66135
2.65954
2.65774
2.65594
2.65414
2.65234
2.65055
2.64876
2.64697
2.64519
2.6434
2.64162
2.63984
2.63807
2.63629
2.63452
2.63275
2.63099
2.62922
2.62746
2.6257
2.62395
2.62219
2.62044
2.61869
2.61694
2.6152
2.61345
2.61171
2.60997
2.60824
2.6065
2.60477
2.60304
2.60132
2.59959
2.59787
2.59615
2.59443
2.59272
2.59101
2.58929
2.58759
2.58588
2.58418
2.58247
2.58078
2.57908
2.57738
2.57569
2.574
2.57231
2.57063
2.56894
2.56726
2.56558
2.5639
2.56223
2.56056
2.55889
2.55722
2.55555
2.55389
2.55223
2.55057
2.54891
2.54725
2.5456
2.54395
2.5423
2.54065
2.53901
2.53737
2.53573
2.53409
2.53245
2.53082
2.52919
2.52756
2.52593
2.5243
2.52268
2.52106
2.51944
2.51782
2.51621
2.5146
2.51299
2.51138
2.50977
2.50817
2.50656
2.50496
2.50336
2.50177
2.50017
2.49858
2.49699
2.4954
2.49382
2.49223
2.49065
2.48907
2.48749
2.48592
2.48434
2.48277
2.4812
2.47963
2.47806
2.4765
2.47494
2.47338
2.47182
2.47026
2.46871
2.46716
2.46561
2.46406
2.46251
2.46097
2.45943
2.45788
2.45635
2.45481
2.45328
2.45174
2.45021
2.44868
2.44716
2.44563
2.44411
2.44259
2.44107
2.43955
2.43803
2.43652
2.43501
2.4335
2.43199
2.43048
2.42898
2.42748
2.42598
2.42448
2.42298
2.42149
2.41999
2.4185
2.41701
2.41552
2.41404
2.41255
2.41107
2.40959
2.40811
2.40664
2.40516
2.40369
2.40222
2.40075
2.39928
2.39782
2.39635
2.39489
2.39343
2.39197
2.39051
2.38906
2.38761
2.38615
